ENSEMBL	SYMBOL	KO01	KO02	KO03	WT01	WT02	WT03
ENSG00000159055.3	MIS18A	1434	1120	896	1116	1187	1383
ENSG00000159063.12	ALG8	2938	2345	1643	2222	2464	2583
ENSG00000159069.13	FBXW5	5590	5154	4093	4146	4518	5565
ENSG00000159079.18	C21orf59	1302	1095	755	1109	1220	1350
ENSG00000159082.17	SYNJ1	1101	940	682	718	815	761
ENSG00000159086.14	PAXBP1	3215	2659	1591	2832	2954	2717
ENSG00000159110.19	IFNAR2	1499	1175	873	1260	1447	1467
ENSG00000159111.12	MRPL10	3651	3233	2915	2445	2853	3578
ENSG00000159128.14	IFNGR2	3450	3056	2063	2615	2903	3557
ENSG00000159131.16	GART	17258	14831	11102	12329	13963	14372
ENSG00000159140.17	SON	43101	35599	27535	28159	30212	29159
ENSG00000159147.17	DONSON	3807	3116	1920	2879	3157	3072
ENSG00000159164.9	SV2A	30	19	23	18	13	20
ENSG00000159166.13	LAD1	1	0	0	1	1	0
ENSG00000159167.11	STC1	2	0	0	0	0	6
ENSG00000159173.18	TNNI1	285	284	230	124	144	178
ENSG00000159176.13	CSRP1	5805	5020	4467	3926	4681	5471
ENSG00000159182.4	PRAC1	0	0	0	0	0	0
ENSG00000159184.7	HOXB13	0	0	0	0	0	1
ENSG00000159189.11	C1QC	0	1	0	0	0	0
ENSG00000159197.3	KCNE2	4	1	4	0	3	0
ENSG00000159199.13	ATP5G1	4936	4304	3231	3777	4238	5138
ENSG00000159200.17	RCAN1	674	579	354	471	583	581
ENSG00000159202.17	UBE2Z	6440	5750	4921	4528	5023	5854
ENSG00000159208.15	CIART	21	14	20	19	12	17
ENSG00000159210.9	SNF8	2941	2371	1810	2111	2176	2675
ENSG00000159212.12	CLIC6	2	0	0	2	2	6
ENSG00000159214.12	CCDC24	261	225	208	317	322	405
ENSG00000159216.18	RUNX1	9191	8394	7352	5046	5417	5991
ENSG00000159217.9	IGF2BP1	9138	7759	6729	6871	7904	8218
ENSG00000159224.4	GIP	0	0	0	0	1	0
ENSG00000159228.12	CBR1	907	737	553	700	813	896
ENSG00000159231.5	CBR3	12	3	2	4	7	6
ENSG00000159239.11	C2orf81	268	222	217	198	213	234
ENSG00000159248.4	GJD2	0	0	0	0	0	0
ENSG00000159251.6	ACTC1	1	2	1	2	3	0
ENSG00000159256.12	MORC3	1481	1088	705	990	1149	1112
ENSG00000159259.7	CHAF1B	2382	2155	1795	1615	1929	2257
ENSG00000159261.10	CLDN14	923	888	690	664	862	867
ENSG00000159263.15	SIM2	58	44	37	43	54	40
ENSG00000159267.14	HLCS	2084	1827	1203	1964	2223	2080
ENSG00000159289.6	GOLGA6A	0	0	0	0	0	1
ENSG00000159307.18	SCUBE1	1	1	2	1	0	0
ENSG00000159314.11	ARHGAP27	2358	2062	1829	1820	1926	2325
ENSG00000159322.17	ADPGK	4452	4003	2729	4388	4879	5035
ENSG00000159335.15	PTMS	699	729	794	632	756	1153
ENSG00000159337.6	PLA2G4D	0	0	1	0	0	0
ENSG00000159339.13	PADI4	0	0	0	0	2	1
ENSG00000159346.12	ADIPOR1	8895	7836	6497	5972	6800	8100
ENSG00000159348.12	CYB5R1	1590	1300	994	1155	1246	1402
ENSG00000159352.15	PSMD4	7224	6124	4450	4830	5174	6289
ENSG00000159363.17	ATP13A2	2284	1935	1662	2051	2531	2750
ENSG00000159374.17	M1AP	1	4	2	3	3	1
ENSG00000159377.10	PSMB4	14726	12921	10281	9936	11463	14466
ENSG00000159387.7	IRX6	0	0	1	0	0	2
ENSG00000159388.5	BTG2	26945	23855	19042	13514	14579	17346
ENSG00000159398.15	CES5A	0	0	1	0	0	0
ENSG00000159399.9	HK2	2556	2194	1535	2362	2616	2631
ENSG00000159403.15	C1R	65	58	41	72	85	83
ENSG00000159409.14	CELF3	3	0	0	1	0	0
ENSG00000159423.16	ALDH4A1	60	52	32	42	48	51
ENSG00000159433.11	STARD9	173	194	142	207	213	158
ENSG00000159445.12	THEM4	581	500	372	590	645	722
ENSG00000159450.12	TCHH	9	7	5	10	11	11
ENSG00000159455.8	LCE2B	0	0	0	0	0	0
ENSG00000159459.11	UBR1	3976	2912	2064	3175	3546	3050
ENSG00000159461.14	AMFR	9244	7939	5735	11356	13739	12326
ENSG00000159479.16	MED8	2452	1962	1478	1758	1781	2038
ENSG00000159495.7	TGM7	0	0	0	0	0	0
ENSG00000159496.14	RGL4	94	73	75	64	63	112
ENSG00000159516.8	SPRR2G	0	0	0	0	0	0
ENSG00000159527.3	PGLYRP3	0	0	0	0	0	0
ENSG00000159556.9	ISL2	405	366	281	336	338	421
ENSG00000159579.13	RSPRY1	2785	2250	1649	2164	2400	2503
ENSG00000159588.14	CCDC17	57	63	57	61	63	68
ENSG00000159592.10	GPBP1L1	9399	8104	5950	7404	7842	7805
ENSG00000159593.14	NAE1	5647	4186	2761	4979	5547	5345
ENSG00000159596.6	TMEM69	3975	3660	2772	2793	3272	3591
ENSG00000159618.15	ADGRG5	1486	1300	1212	1657	1687	2321
ENSG00000159625.14	DRC7	2	6	2	3	5	2
ENSG00000159640.15	ACE	3	4	5	6	7	8
ENSG00000159648.11	TEPP	0	2	0	0	0	0
ENSG00000159650.8	UROC1	0	1	0	0	0	0
ENSG00000159658.10	EFCAB14	6244	5557	4796	4960	5588	5856
ENSG00000159674.11	SPON2	69	55	48	102	141	85
ENSG00000159685.10	CHCHD6	362	300	225	269	301	349
ENSG00000159692.15	CTBP1	6417	5846	4519	4447	4762	5536
ENSG00000159708.17	LRRC36	0	2	0	0	2	1
ENSG00000159713.10	TPPP3	0	0	0	0	0	0
ENSG00000159714.10	ZDHHC1	5	1	0	2	4	3
ENSG00000159720.11	ATP6V0D1	5634	5172	4604	4550	5205	6156
ENSG00000159723.4	AGRP	13	11	8	8	15	11
ENSG00000159733.13	ZFYVE28	18	11	8	16	21	22
ENSG00000159753.13	RLTPR	4461	4263	3440	4198	4599	5306
ENSG00000159761.14	C16orf86	94	74	63	75	84	74
ENSG00000159763.3	PIP	1	1	1	3	2	2
ENSG00000159784.17	FAM131B	0	0	0	1	0	0
ENSG00000159788.18	RGS12	167	142	125	149	170	163
ENSG00000159792.9	PSKH1	1477	1244	1019	1266	1387	1586
ENSG00000159840.15	ZYX	1340	1257	1195	1251	1346	1777
ENSG00000159842.14	ABR	15424	13560	11650	10712	12019	13783
ENSG00000159871.14	LYPD5	1	1	0	1	0	1
ENSG00000159873.9	CCDC117	8331	6627	4246	5814	6699	6125
ENSG00000159882.12	ZNF230	223	207	101	208	227	203
ENSG00000159884.11	CCDC107	112	151	122	94	126	176
ENSG00000159885.13	ZNF222	105	78	59	85	95	85
ENSG00000159899.14	NPR2	186	151	121	199	195	196
ENSG00000159905.14	ZNF221	9	9	9	18	8	13
ENSG00000159915.12	ZNF233	57	62	39	54	73	73
ENSG00000159917.14	ZNF235	334	287	187	291	286	296
ENSG00000159921.14	GNE	2861	2626	1870	3057	3732	3308
ENSG00000159958.4	TNFRSF13C	2948	2553	2226	3769	3894	4389
ENSG00000159961.1	OR3A3	0	0	0	0	0	0
ENSG00000160007.17	ARHGAP35	10633	8735	7800	7972	9262	9463
ENSG00000160013.8	PTGIR	7	3	1	5	4	0
ENSG00000160014.16	CALM3	20822	18797	17336	13550	15163	19372
ENSG00000160049.11	DFFA	6436	5629	4629	5180	5951	6637
ENSG00000160050.14	CCDC28B	1971	1954	1643	1327	1600	1830
ENSG00000160051.11	IQCC	305	266	216	251	269	319
ENSG00000160055.19	TMEM234	225	186	125	164	162	177
ENSG00000160058.18	BSDC1	3235	2951	2146	2454	2636	3046
ENSG00000160062.14	ZBTB8A	15	12	14	13	17	15
ENSG00000160072.19	ATAD3B	2694	2509	1692	2311	2275	3060
ENSG00000160075.11	SSU72	9883	8358	6436	7012	7857	9678
ENSG00000160087.20	UBE2J2	4879	4178	3367	3349	3875	4631
ENSG00000160094.14	ZNF362	432	402	409	377	446	595
ENSG00000160097.15	FNDC5	7	6	6	6	9	5
ENSG00000160111.12	CPAMD8	20	24	17	11	8	13
ENSG00000160113.5	NR2F6	1045	932	715	1039	1193	1500
ENSG00000160117.14	ANKLE1	3789	3575	2930	3154	3582	4513
ENSG00000160124.9	CCDC58	1542	1239	994	1157	1228	1586
ENSG00000160131.13	VMA21	4446	3449	1980	3641	4052	3602
ENSG00000160145.15	KALRN	0	1	0	2	1	0
ENSG00000160161.9	CILP2	28	32	23	35	23	40
ENSG00000160179.18	ABCG1	1	0	0	3	1	4
ENSG00000160180.15	TFF3	0	0	0	0	0	1
ENSG00000160181.8	TFF2	0	0	0	0	0	1
ENSG00000160182.2	TFF1	0	0	0	1	0	0
ENSG00000160183.13	TMPRSS3	0	0	0	0	0	0
ENSG00000160185.14	UBASH3A	0	4	1	2	0	5
ENSG00000160188.9	RSPH1	107	72	68	81	111	105
ENSG00000160190.13	SLC37A1	4279	4184	3391	2987	3401	3707
ENSG00000160191.17	PDE9A	520	516	463	456	534	641
ENSG00000160193.11	WDR4	2880	2481	1782	2787	3060	3475
ENSG00000160194.17	NDUFV3	2724	2456	1938	1936	2368	2587
ENSG00000160199.14	PKNOX1	2308	2055	1508	1441	1672	1880
ENSG00000160200.17	CBS	87	59	70	85	94	90
ENSG00000160201.11	U2AF1	86	93	61	50	58	69
ENSG00000160202.7	CRYAA	0	0	0	0	0	0
ENSG00000160207.8	HSF2BP	21	16	11	12	15	22
ENSG00000160208.12	RRP1B	14681	12209	9493	11471	13196	13669
ENSG00000160209.18	PDXK	5093	4285	3155	4494	5062	5243
ENSG00000160211.15	G6PD	5618	5327	4883	4067	4885	6276
ENSG00000160213.5	CSTB	5012	4524	3560	3600	4167	5085
ENSG00000160214.12	RRP1	5477	5091	3965	4030	4183	5393
ENSG00000160216.18	AGPAT3	10359	8561	6886	6987	8074	8309
ENSG00000160218.12	TRAPPC10	4418	3701	3201	3463	3820	3834
ENSG00000160219.11	GAB3	542	503	389	379	446	426
ENSG00000160221.16	C21orf33	0	1	1	3	1	2
ENSG00000160223.16	ICOSLG	27	21	14	24	32	14
ENSG00000160224.16	AIRE	2	3	1	3	2	1
ENSG00000160226.15	C21orf2	360	319	273	278	352	359
ENSG00000160229.11	ZNF66	184	117	79	193	194	156
ENSG00000160233.7	LRRC3	0	2	0	0	0	0
ENSG00000160255.16	ITGB2	1865	1650	1456	2054	2547	2890
ENSG00000160256.12	FAM207A	1280	1086	920	908	1051	1331
ENSG00000160271.14	RALGDS	1965	1895	1543	1781	1958	2425
ENSG00000160282.13	FTCD	4	12	4	5	8	4
ENSG00000160284.14	SPATC1L	1144	1118	1095	888	969	1474
ENSG00000160285.14	LSS	11473	11833	8843	13534	15779	15767
ENSG00000160293.16	VAV2	3406	2965	2348	2813	3384	3615
ENSG00000160294.10	MCM3AP	10317	8388	6325	7431	8367	8249
ENSG00000160298.17	C21orf58	1603	1700	1206	1346	1415	1501
ENSG00000160299.16	PCNT	8281	7039	5563	5553	5930	5750
ENSG00000160305.17	DIP2A	1860	1603	1212	1737	1909	1807
ENSG00000160307.9	S100B	0	0	0	0	0	0
ENSG00000160310.16	PRMT2	1551	1260	942	1520	1684	1900
ENSG00000160318.6	CLDND2	40	41	39	30	27	47
ENSG00000160321.14	ZNF208	1	1	0	1	2	0
ENSG00000160323.18	ADAMTS13	51	45	18	51	63	54
ENSG00000160325.14	CACFD1	345	327	204	240	271	305
ENSG00000160326.13	SLC2A6	967	836	636	1276	1498	1405
ENSG00000160336.14	ZNF761	1654	1311	920	1269	1345	1357
ENSG00000160339.15	FCN2	1	0	0	3	1	1
ENSG00000160345.12	C9orf116	37	43	22	42	41	54
ENSG00000160349.9	LCN1	2	1	0	0	0	0
ENSG00000160352.15	ZNF714	1236	970	613	1258	1255	1263
ENSG00000160360.11	GPSM1	5	5	7	5	1	6
ENSG00000160392.13	C19orf47	3299	3004	2922	2027	2480	2854
ENSG00000160396.8	HIPK4	7	7	5	7	3	11
ENSG00000160401.14	CFAP157	170	135	97	111	120	165
ENSG00000160404.17	TOR2A	892	915	697	638	691	889
ENSG00000160408.14	ST6GALNAC6	1372	1421	985	1400	1554	1689
ENSG00000160410.14	SHKBP1	7282	6834	6263	5273	5976	7519
ENSG00000160439.15	RDH13	1596	1482	1142	1453	1552	1610
ENSG00000160445.10	ZER1	3270	2897	2587	2346	2597	3225
ENSG00000160446.18	ZDHHC12	1592	1510	1347	1316	1449	1920
ENSG00000160447.6	PKN3	66	78	51	73	81	95
ENSG00000160460.15	SPTBN4	36	27	22	41	42	48
ENSG00000160469.16	BRSK1	50	70	49	86	74	95
ENSG00000160471.12	COX6B2	3	3	6	2	4	9
ENSG00000160472.4	TMEM190	7	8	5	6	5	5
ENSG00000160505.15	NLRP4	29	22	14	20	13	12
ENSG00000160539.4	PLPP7	0	0	0	0	0	0
ENSG00000160551.9	TAOK1	11171	8805	6323	8515	9240	7524
ENSG00000160563.13	MED27	1178	1067	960	734	862	1165
ENSG00000160570.13	DEDD2	3317	2978	2794	2063	2274	3097
ENSG00000160584.15	SIK3	13826	12557	11360	9485	10989	11779
ENSG00000160588.9	MPZL3	1394	1075	718	1101	1178	1125
ENSG00000160593.17	AMICA1	600	531	419	603	620	866
ENSG00000160602.13	NEK8	855	934	617	746	802	853
ENSG00000160606.10	TLCD1	278	225	198	220	297	336
ENSG00000160613.12	PCSK7	5907	5188	4122	4809	4810	5051
ENSG00000160633.12	SAFB	15271	13114	10602	10241	11282	13071
ENSG00000160654.9	CD3G	3	0	1	0	0	1
ENSG00000160678.11	S100A1	11	18	8	11	15	16
ENSG00000160679.12	CHTOP	4332	3820	2781	3480	3553	3908
ENSG00000160683.4	CXCR5	3517	3089	2588	2384	2862	2786
ENSG00000160685.13	ZBTB7B	1858	1911	1821	1681	1964	2298
ENSG00000160688.18	FLAD1	2382	2022	1646	1937	2112	2545
ENSG00000160691.18	SHC1	2946	2664	2351	2266	2455	2880
ENSG00000160695.14	VPS11	7101	6180	5000	5182	5648	6597
ENSG00000160703.15	NLRX1	1205	997	823	1002	1117	1150
ENSG00000160710.15	ADAR	31355	26873	22810	24783	27804	28881
ENSG00000160712.12	IL6R	298	278	200	352	415	330
ENSG00000160714.9	UBE2Q1	5215	4459	3653	3894	4267	4997
ENSG00000160716.4	CHRNB2	31	19	27	22	22	24
ENSG00000160741.16	CRTC2	5188	5169	5481	3850	4229	5582
ENSG00000160746.12	ANO10	76	60	58	110	109	152
ENSG00000160752.14	FDPS	5984	5818	3818	8116	9746	9694
ENSG00000160753.15	RUSC1	930	795	649	788	882	999
ENSG00000160767.20	FAM189B	1681	1619	1489	2393	2724	3167
ENSG00000160781.15	PAQR6	114	130	99	162	151	144
ENSG00000160783.19	PMF1	2315	2147	1853	1444	1664	1917
ENSG00000160785.13	SLC25A44	2846	2647	2450	2723	3103	3404
ENSG00000160789.19	LMNA	761	677	554	640	810	797
ENSG00000160791.13	CCR5	0	0	0	0	0	0
ENSG00000160796.16	NBEAL2	5836	5529	4525	6043	6530	6855
ENSG00000160799.11	CCDC12	1994	1870	1566	1485	1600	2298
ENSG00000160801.13	PTH1R	3	0	1	0	0	0
ENSG00000160803.7	UBQLN4	2509	2279	1975	2086	2365	2913
ENSG00000160808.9	MYL3	0	0	0	0	1	1
ENSG00000160813.6	PPP1R35	544	499	445	395	425	611
ENSG00000160818.16	GPATCH4	6857	6055	4801	4917	5134	6949
ENSG00000160838.13	LRRC71	0	0	0	1	0	0
ENSG00000160856.20	FCRL3	1141	1097	731	912	1103	856
ENSG00000160862.12	AZGP1	20	13	10	22	41	19
ENSG00000160867.14	FGFR4	366	351	276	668	702	768
ENSG00000160868.14	CYP3A4	20	18	24	25	38	27
ENSG00000160870.12	CYP3A7	0	1	1	0	2	0
ENSG00000160877.5	NACC1	8306	7919	8399	6713	7386	9743
ENSG00000160882.11	CYP11B1	0	0	0	0	0	0
ENSG00000160883.10	HK3	0	1	0	4	0	3
ENSG00000160886.13	LY6K	1	1	0	1	2	3
ENSG00000160888.6	IER2	1432	1278	951	1030	1164	1353
ENSG00000160908.14	ZNF394	1614	1348	1054	1040	1212	1376
ENSG00000160917.14	CPSF4	3595	3001	2301	2564	2745	3351
ENSG00000160932.10	LY6E	2	3	1	0	0	1
ENSG00000160948.13	VPS28	1598	1507	1268	1297	1436	1846
ENSG00000160949.16	TONSL	2578	2355	1848	2162	2226	2811
ENSG00000160951.3	PTGER1	0	0	0	0	1	1
ENSG00000160953.14	MUM1	1438	1208	874	1230	1354	1504
ENSG00000160957.12	RECQL4	4172	3703	2700	3219	3216	3931
ENSG00000160959.7	LRRC14	2009	1779	1465	1549	1603	1828
ENSG00000160961.11	ZNF333	185	158	101	149	130	154
ENSG00000160963.13	COL26A1	1	4	2	2	3	2
ENSG00000160972.9	PPP1R16A	525	531	506	455	553	679
ENSG00000160973.7	FOXH1	3	8	2	2	3	5
ENSG00000160991.15	ORAI2	9055	7376	5967	6143	6832	7710
ENSG00000160993.3	ALKBH4	589	542	388	445	454	579
ENSG00000160994.3	CCDC105	0	0	0	0	0	0
ENSG00000160999.10	SH2B2	8384	7752	7011	5902	6468	9130
ENSG00000161010.14	C5orf45	843	843	483	861	899	814
ENSG00000161011.19	SQSTM1	11335	10461	8493	6576	7205	9307
ENSG00000161013.16	MGAT4B	2922	2584	2071	1930	2278	2471
ENSG00000161016.15	RPL8	76520	66345	56888	61558	69783	89361
ENSG00000161021.11	MAML1	4455	3826	3255	3037	3391	3674
ENSG00000161031.12	PGLYRP2	0	0	0	1	1	0
ENSG00000161036.10	LRWD1	5435	4542	3809	3470	3649	4458
ENSG00000161040.16	FBXL13	47	32	25	42	47	49
ENSG00000161048.11	NAPEPLD	786	651	484	631	752	692
ENSG00000161055.3	SCGB3A1	0	0	0	1	0	0
ENSG00000161057.10	PSMC2	11000	8925	6304	7468	8150	8985
ENSG00000161082.12	CELF5	8	10	4	8	8	10
ENSG00000161091.12	MFSD12	4995	4774	3882	3708	4193	4888
ENSG00000161133.16	USP41	1	1	0	0	0	0
ENSG00000161179.13	YDJC	2488	2269	1861	1921	2046	2557
ENSG00000161180.10	CCDC116	18	18	21	21	15	19
ENSG00000161202.17	DVL3	11144	10598	9965	8130	9297	10815
ENSG00000161203.13	AP2M1	25858	23003	19564	17189	19155	23381
ENSG00000161204.11	ABCF3	4511	3873	3068	3108	3368	4132
ENSG00000161217.11	PCYT1A	5636	4650	3625	3738	4263	4257
ENSG00000161243.8	FBXO27	234	210	185	334	378	446
ENSG00000161249.20	DMKN	5	2	0	1	0	4
ENSG00000161265.14	U2AF1L4	450	442	430	271	304	462
ENSG00000161267.11	BDH1	3412	3146	2609	2620	3032	3381
ENSG00000161270.19	NPHS1	1	5	4	6	5	5
ENSG00000161277.10	THAP8	315	264	215	183	238	261
ENSG00000161281.10	COX7A1	7	5	6	5	1	8
ENSG00000161298.16	ZNF382	331	255	216	430	479	407
ENSG00000161328.10	LRRC56	230	176	142	188	199	231
ENSG00000161381.13	PLXDC1	0	0	2	1	0	3
ENSG00000161395.12	PGAP3	306	252	184	263	237	265
ENSG00000161405.16	IKZF3	45074	40059	32491	31975	35857	34035
ENSG00000161509.13	GRIN2C	76	67	86	76	71	62
ENSG00000161513.11	FDXR	482	461	293	478	551	645
ENSG00000161526.14	SAP30BP	4745	3984	3465	3327	3602	4262
ENSG00000161533.11	ACOX1	1881	1461	1113	1693	1844	1800
ENSG00000161542.16	PRPSAP1	2410	1999	1468	1820	2051	2235
ENSG00000161544.9	CYGB	6	0	2	3	3	2
ENSG00000161547.14	SRSF2	13488	10388	7809	10519	11242	10683
ENSG00000161551.12	ZNF577	105	80	46	123	118	114
ENSG00000161558.10	TMEM143	859	824	714	637	768	826
ENSG00000161594.6	KLHL10	2	6	3	2	11	12
ENSG00000161609.9	CCDC155	7	4	3	2	3	7
ENSG00000161610.1	HCRT	5	0	1	2	2	4
ENSG00000161618.9	ALDH16A1	2511	2139	1747	1846	2010	2542
ENSG00000161634.11	DCD	0	1	0	1	1	0
ENSG00000161638.10	ITGA5	2	5	0	3	1	2
ENSG00000161640.15	SIGLEC11	4	2	2	2	1	3
ENSG00000161642.17	ZNF385A	233	244	245	190	253	301
ENSG00000161647.18	MPP3	0	0	0	0	0	0
ENSG00000161649.12	CD300LG	0	0	0	0	0	0
ENSG00000161652.12	IZUMO2	0	1	0	0	1	1
ENSG00000161653.10	NAGS	41	33	22	40	42	41
ENSG00000161654.9	LSM12	506	481	282	345	393	480
ENSG00000161664.6	ASB16	87	70	48	77	73	66
ENSG00000161671.16	EMC10	5631	5332	5020	3891	4071	5583
ENSG00000161677.11	JOSD2	459	428	313	338	363	499
ENSG00000161681.15	SHANK1	1	0	0	0	0	0
ENSG00000161682.14	FAM171A2	183	209	156	223	215	278
ENSG00000161692.17	DBF4B	2103	1996	1708	1539	1598	2003
ENSG00000161714.11	PLCD3	122	89	96	82	100	124
ENSG00000161791.13	FMNL3	3967	3279	2900	2568	2829	3215
ENSG00000161798.6	AQP5	1	0	0	0	0	0
ENSG00000161800.12	RACGAP1	6716	5261	3563	4653	4854	5194
ENSG00000161807.3	OR7G1	0	0	0	0	0	0
ENSG00000161813.20	LARP4	11054	8753	5913	8306	8855	7903
ENSG00000161835.10	GRASP	20	26	18	35	33	38
ENSG00000161847.13	RAVER1	7832	7062	6744	4664	5065	6026
ENSG00000161849.3	KRT84	0	0	0	0	0	0
ENSG00000161850.2	KRT82	0	0	0	0	0	0
ENSG00000161860.7	SYCE2	62	58	39	49	74	58
ENSG00000161888.11	SPC24	2801	2409	1732	1902	2026	2515
ENSG00000161896.11	IP6K3	0	1	1	1	0	0
ENSG00000161904.11	LEMD2	2161	1912	1423	1794	1898	2123
ENSG00000161905.12	ALOX15	6	11	7	5	4	1
ENSG00000161911.11	TREML1	1	0	0	0	0	4
ENSG00000161914.9	ZNF653	528	521	477	460	484	659
ENSG00000161920.9	MED11	727	735	698	503	574	796
ENSG00000161921.14	CXCL16	408	369	327	282	393	401
ENSG00000161929.14	SCIMP	16	8	7	8	15	11
ENSG00000161939.18	RNASEK-C17orf49	0	0	0	1	0	1
ENSG00000161940.10	BCL6B	11	5	5	4	3	3
ENSG00000161944.16	ASGR2	0	0	0	0	0	1
ENSG00000161955.16	TNFSF13	225	237	209	182	249	276
ENSG00000161956.12	SENP3	2288	2043	1891	1625	1829	2295
ENSG00000161958.10	FGF11	11	4	3	6	9	11
ENSG00000161960.14	EIF4A1	437	371	237	297	299	275
ENSG00000161970.12	RPL26	9274	8417	7508	7451	8803	12028
ENSG00000161973.10	CCDC42	0	0	1	0	1	0
ENSG00000161980.5	POLR3K	2125	1751	1290	1575	1668	1973
ENSG00000161981.10	SNRNP25	4563	3505	2522	3416	3771	4089
ENSG00000161992.5	PRR35	0	1	2	0	2	2
ENSG00000161996.17	WDR90	1630	1591	1021	1841	1775	1877
ENSG00000161999.11	JMJD8	2192	2251	2238	1449	1644	2317
ENSG00000162004.16	CCDC78	157	199	114	360	348	381
ENSG00000162006.9	MSLNL	0	0	0	0	2	0
ENSG00000162009.8	SSTR5	0	0	0	0	0	0
ENSG00000162032.15	SPSB3	16	19	11	12	11	17
ENSG00000162039.14	MEIOB	0	0	4	0	0	1
ENSG00000162040.6	HS3ST6	0	0	0	0	0	0
ENSG00000162062.14	C16orf59	1355	1190	994	1010	1122	1476
ENSG00000162063.12	CCNF	7424	6443	5211	4665	5132	6001
ENSG00000162065.11	TBC1D24	1676	1563	1187	1274	1549	1591
ENSG00000162066.14	AMDHD2	635	535	515	520	537	608
ENSG00000162068.1	NTN3	12	10	4	14	8	12
ENSG00000162069.14	CCDC64B	1	2	1	1	1	1
ENSG00000162073.13	PAQR4	2229	2143	1860	1569	1947	2133
ENSG00000162076.12	FLYWCH2	1049	1044	868	878	973	1177
ENSG00000162078.11	ZG16B	0	0	0	0	0	0
ENSG00000162086.14	ZNF75A	1810	1636	1119	1690	1700	1834
ENSG00000162104.9	ADCY9	220	197	176	196	273	250
ENSG00000162105.16	SHANK2	0	2	1	3	0	0
ENSG00000162129.12	CLPB	1968	1614	1459	1519	1794	1722
ENSG00000162139.9	NEU3	3331	3030	2194	2850	3079	3068
ENSG00000162144.9	CYB561A3	10607	9315	6174	8076	8935	8615
ENSG00000162148.10	PPP1R32	30	20	36	17	27	21
ENSG00000162174.12	ASRGL1	1186	884	672	1651	1829	1879
ENSG00000162188.5	GNG3	15	23	18	20	11	15
ENSG00000162191.13	UBXN1	6111	5621	4348	4612	4997	6456
ENSG00000162194.12	LBHD1	265	223	156	240	221	196
ENSG00000162222.13	TTC9C	1454	1215	1022	1010	1168	1350
ENSG00000162227.7	TAF6L	1164	997	754	867	842	1109
ENSG00000162231.13	NXF1	6633	6135	4714	4598	4960	5919
ENSG00000162236.11	STX5	3395	3011	2865	2438	2721	3254
ENSG00000162241.12	SLC25A45	511	539	439	475	547	564
ENSG00000162244.10	RPL29	12533	11921	11342	9441	11030	14505
ENSG00000162267.12	ITIH3	10	9	0	7	10	12
ENSG00000162298.16	SYVN1	27068	25962	24824	18275	21048	24779
ENSG00000162300.11	ZFPL1	245	254	205	154	165	250
ENSG00000162302.12	RPS6KA4	1703	1405	1419	1327	1440	1750
ENSG00000162337.11	LRP5	1816	1658	1477	1193	1438	1591
ENSG00000162341.15	TPCN2	1037	865	637	938	1043	1021
ENSG00000162344.3	FGF19	0	0	0	0	0	0
ENSG00000162365.11	CYP4A22	0	0	0	0	0	0
ENSG00000162366.7	PDZK1IP1	0	0	0	0	0	0
ENSG00000162367.11	TAL1	2	2	0	0	0	0
ENSG00000162368.13	CMPK1	9815	7168	3531	8168	9135	7882
ENSG00000162373.12	BEND5	0	0	0	0	0	0
ENSG00000162374.16	ELAVL4	0	0	0	0	0	0
ENSG00000162377.5	COA7	5100	4110	3127	4233	4777	4469
ENSG00000162378.12	ZYG11B	2598	1884	1190	2270	2616	2091
ENSG00000162383.11	SLC1A7	0	0	0	0	0	0
ENSG00000162384.13	C1orf123	1057	932	642	807	941	1012
ENSG00000162385.10	MAGOH	2511	2077	1562	1858	2034	2513
ENSG00000162390.17	ACOT11	4	2	3	1	2	2
ENSG00000162391.11	FAM151A	1	0	0	0	0	0
ENSG00000162396.5	PARS2	468	461	363	425	462	625
ENSG00000162398.11	LEXM	9	1	2	5	10	3
ENSG00000162399.6	BSND	2	0	0	0	0	1
ENSG00000162402.13	USP24	9134	6919	5229	6908	7809	6843
ENSG00000162407.8	PLPP3	2	3	2	1	0	2
ENSG00000162408.10	NOL9	5482	4364	3794	3820	4381	4383
ENSG00000162409.10	PRKAA2	4	1	1	6	0	0
ENSG00000162413.16	KLHL21	3065	2500	2034	2009	2142	2232
ENSG00000162415.6	ZSWIM5	19	19	16	24	29	22
ENSG00000162419.12	GMEB1	2695	2228	1778	1911	2152	2012
ENSG00000162426.14	SLC45A1	9	2	3	2	7	8
ENSG00000162430.16	SEPN1	133	139	149	163	216	207
ENSG00000162433.14	AK4	3288	2776	2018	2138	2574	2122
ENSG00000162434.11	JAK1	17983	15097	11688	13494	15510	14863
ENSG00000162437.14	RAVER2	1784	1500	1168	1347	1598	1324
ENSG00000162438.11	CTRC	0	0	0	2	2	0
ENSG00000162441.11	LZIC	1082	832	597	791	785	794
ENSG00000162444.11	RBP7	2	1	0	0	0	1
ENSG00000162456.9	KNCN	0	0	0	0	0	0
ENSG00000162458.12	FBLIM1	2	3	2	1	4	4
ENSG00000162460.6	TMEM82	0	0	0	0	0	0
ENSG00000162461.7	SLC25A34	29	35	28	19	30	54
ENSG00000162482.4	AKR7A3	16	14	2	13	16	19
ENSG00000162490.6	DRAXIN	2	3	5	2	9	4
ENSG00000162493.16	PDPN	0	0	0	0	0	0
ENSG00000162494.5	LRRC38	0	0	0	0	0	0
